1;85;True;116;1;100.0;0;22337;2765;8.1;VALID
2;95;True;117;2;100.0;1;33786;3525;9.6;VALID
3;0;False;117;2;66.7;1;33786;3525;9.6;LMM
4;0;False;117;2;50.0;1;33786;3525;9.6;LMM
5;0;False;117;2;40.0;1;33786;3525;9.6;LMM
6;87;True;118;3;50.0;1;44132;4091;10.8;VALID
7;90;True;119;4;57.1;1;55152;4339;12.7;VALID
8;85;True;120;5;62.5;1;65819;4718;14.0;VALID
9;85;True;121;6;66.7;1;76106;5058;15.0;VALID
10;95;True;122;7;70.0;2;86961;5420;16.0;VALID
11;85;True;123;8;72.7;2;97488;5609;17.4;VALID
12;85;True;124;9;75.0;2;109111;5745;19.0;VALID
13;0;False;124;9;69.2;2;109111;5745;19.0;LMM
14;95;True;125;10;71.4;3;119950;5850;20.5;VALID
15;0;False;125;10;66.7;3;119950;5850;20.5;LMM
16;85;True;126;11;68.8;3;130897;5951;22.0;VALID
17;87;True;127;12;70.6;3;141746;6055;23.4;VALID
18;87;True;128;13;72.2;3;152779;6093;25.1;VALID
19;85;True;129;14;73.7;3;164287;6198;26.5;VALID
20;85;True;130;15;75.0;3;175107;6311;27.7;VALID
21;88;True;131;16;76.2;3;185996;6348;29.3;VALID
22;89;True;132;17;77.3;3;197118;6462;30.5;VALID
23;85;True;133;18;78.3;3;207902;6501;32.0;VALID
24;92;True;134;19;79.2;4;219310;6591;33.3;VALID
25;95;True;135;20;80.0;5;230021;6655;34.6;VALID
26;85;True;136;21;80.8;5;241410;6677;36.2;VALID
27;0;False;136;21;77.8;5;241410;6677;36.2;LMM
28;82;False;136;21;75.0;5;241410;6677;36.2;SCORE
29;85;True;137;22;75.9;5;251951;6722;37.5;VALID
30;92;True;138;23;76.7;6;262579;6822;38.5;VALID
31;88;True;139;24;77.4;6;273542;6822;40.1;VALID
32;87;True;140;25;78.1;6;284980;6822;41.8;VALID
33;85;True;141;26;78.8;6;296122;6854;43.2;VALID
34;0;False;141;26;76.5;6;296122;6854;43.2;LMM
35;92;True;142;27;77.1;7;307797;6854;44.9;VALID
36;0;False;142;27;75.0;7;307797;6854;44.9;LMM
37;93;True;143;28;75.7;8;318166;6937;45.9;VALID
38;90;True;144;29;76.3;8;328745;6937;47.4;VALID
39;85;True;145;30;76.9;8;338977;6961;48.7;VALID
40;92;True;146;31;77.5;9;350245;7001;50.0;VALID
41;95;True;147;32;78.0;10;360632;7045;51.2;VALID
42;0;False;147;32;76.2;10;360632;7045;51.2;LMM
43;95;True;148;33;76.7;11;371675;7045;52.8;VALID
44;85;True;149;34;77.3;11;382847;7094;54.0;VALID
45;85;True;150;35;77.8;11;393063;7094;55.4;VALID
46;0;False;150;35;76.1;11;393063;7094;55.4;LMM
47;85;True;151;36;76.6;11;404057;7134;56.6;VALID
48;85;True;152;37;77.1;11;414692;7177;57.8;VALID
49;88;True;153;38;77.6;11;425977;7198;59.2;VALID
50;0;False;153;38;76.0;11;425977;7198;59.2;LMM
51;0;False;153;38;74.5;11;425977;7198;59.2;SCORE
